algorithm,n_clusters,silhouette,calinski,davies,ari,nmi,homogeneity,completeness,v_measure,precision,recall,f1,fmi,vi,micro_precision,micro_recall,micro_f1,noise_points,noise_percentage,clustered_points,clustered_percentage,total_points_in_dataset,compared_points
"DBSCAN (euclidean, eps=0.1, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=0.1, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=0.1, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=0.1, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=0.25, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=0.25, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=0.25, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=0.25, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=0.5, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=0.5, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=0.5, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=0.5, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=0.75, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=0.75, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=0.75, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=0.75, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=1.0, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=1.0, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=1.0, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=1.0, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=1.25, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=1.25, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=1.25, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=1.25, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=1.5, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=1.5, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=1.5, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=1.5, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=1.75, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=1.75, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=1.75, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=1.75, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=2.0, min_samples=2)",42,0.9999710355642486,4.029202561415671e+31,4.7038560390441156e-05,-0.010990075330416564,0.2754144427073967,0.209506874190145,0.40182101666902054,0.2754144427073967,0.418427188302707,0.12885339821490546,0.19703152805540575,0.16405855600906835,3.342161022891726,0.17474302496328928,0.17474302496328928,0.17474302496328928,483.0,70.71742313323573,200.0,29.282576866764277,683,681
"DBSCAN (euclidean, eps=2.0, min_samples=3)",21,0.9999752213001066,6.163402362447337e+31,3.591353518331438e-05,-0.015646682888232098,0.21754733662932502,0.15135416178999578,0.38664059640656656,0.21754733662932507,0.28729193050416757,0.1332755193662267,0.18208247575730505,0.17127538132495998,3.300842482273327,0.1644640234948605,0.1644640234948605,0.1644640234948605,525.0,76.86676427525623,158.0,23.133235724743777,683,681
"DBSCAN (euclidean, eps=2.0, min_samples=4)",13,0.9999810298592742,8.88346984315101e+31,3.20887112376151e-05,-0.01389373513366773,0.1883429793230261,0.12426678556671045,0.38884443433048127,0.1883429793230261,0.3164415674862266,0.19214863618403338,0.2391073016571032,0.18201982632626826,3.2471646346474357,0.16886930983847284,0.16886930983847284,0.16886930983847284,549.0,80.38067349926794,134.0,19.619326500732065,683,681
"DBSCAN (euclidean, eps=2.0, min_samples=5)",10,0.9999864892293375,1.0835375603191625e+32,1.935355484395069e-05,-0.01322259098936548,0.17531367213055513,0.11264947491594166,0.39509619670609203,0.17531367213055513,0.3575416831230785,0.21788614302210307,0.27076680954828686,0.18713377414273935,3.2131300969731655,0.17033773861967694,0.17033773861967694,0.17033773861967694,561.0,82.1376281112738,122.0,17.86237188872621,683,681
"DBSCAN (euclidean, eps=2.5, min_samples=2)",39,0.8405289865327827,587315.9055224862,0.2941409297657672,-0.014937957609332825,0.2772408742955638,0.21924494149481757,0.37695524305655964,0.27724087429556377,0.34584600911071495,0.12231738013941369,0.18071886327485967,0.14791802822982894,3.465708539352021,0.17474302496328928,0.17474302496328928,0.17474302496328928,451.0,66.03221083455344,232.0,33.96778916544656,683,681
"DBSCAN (euclidean, eps=2.5, min_samples=3)",24,0.84098716912772,800999.6120784933,0.37098135844148467,-0.017026158941481587,0.24081085769251045,0.17949087001452393,0.3657698876536874,0.2408108576925104,0.28504916213591147,0.1289497390284318,0.177570592406513,0.15477546731106193,3.4311714281388483,0.16740088105726872,0.16740088105726872,0.16740088105726872,481.0,70.42459736456809,202.0,29.57540263543192,683,681
"DBSCAN (euclidean, eps=2.5, min_samples=4)",19,0.8449619107768995,1050003.1435680245,0.3863603529327979,-0.016866550954281242,0.22464645883178663,0.16220444261842756,0.36525428414361627,0.22464645883178663,0.2896781045751634,0.1486429412413072,0.19647062758327294,0.16031443636431825,3.394603642961976,0.1644640234948605,0.1644640234948605,0.1644640234948605,497.0,72.76720351390922,186.0,27.232796486090773,683,681
"DBSCAN (euclidean, eps=2.5, min_samples=5)",16,0.8728067929041277,1519907.8846103651,0.31684498310900433,-0.016875412690040344,0.2083157730849555,0.1461964071020843,0.36222751374577145,0.20831577308495547,0.3112042571039111,0.17799589346312458,0.22646387057948383,0.16527115751366686,3.3689352776432644,0.16152716593245228,0.16152716593245228,0.16152716593245228,512.0,74.96339677891655,171.0,25.036603221083453,683,681
"DBSCAN (euclidean, eps=3.0, min_samples=2)",43,0.7635997339506237,259323.7324104785,0.43540585685894123,-0.012854869223439864,0.29547544619625454,0.2421127973353014,0.3790110227764607,0.29547544619625454,0.3645287041563637,0.1275531876922944,0.188979919768256,0.14166006384467855,3.5004075532634515,0.18355359765051396,0.18355359765051396,0.18355359765051396,424.0,62.07906295754027,259.0,37.920937042459734,683,681
"DBSCAN (euclidean, eps=3.0, min_samples=3)",24,0.7821387859786143,410075.0076282313,0.44630237742460865,-0.01643280135518601,0.250634721411781,0.1909624532214556,0.3645498804950369,0.25063472141178106,0.29040268427224947,0.14279607490202736,0.19145190320550812,0.14943205503669535,3.461995082934061,0.17474302496328928,0.17474302496328928,0.17474302496328928,462.0,67.64275256222547,221.0,32.357247437774525,683,681
"DBSCAN (euclidean, eps=3.0, min_samples=4)",19,0.7857464994946692,516976.9782612968,0.47508663273459656,-0.01781049047794239,0.23235234211773337,0.17166507209607768,0.3594122501595863,0.23235234211773337,0.26331181073828136,0.15328037642752287,0.19376519632958397,0.15284174024287073,3.4389269079851905,0.16886930983847284,0.16886930983847284,0.16886930983847284,478.0,69.98535871156662,205.0,30.01464128843338,683,681
"DBSCAN (euclidean, eps=3.0, min_samples=5)",16,0.8126737584107773,699056.2010980509,0.411775339743475,-0.01648285848524492,0.22053317825465882,0.15866781078278014,0.3614734856046214,0.22053317825465882,0.27133379678905023,0.1789856226881479,0.21569066966292186,0.15965110685458567,3.4004677282747324,0.16886930983847284,0.16886930983847284,0.16886930983847284,493.0,72.18155197657394,190.0,27.81844802342606,683,681
"Hierarchical (average, n=30)",30,0.5299470017319555,2148.3287441787547,0.3544895856386667,0.17181713978965948,0.4510529190008185,0.3307066798963032,0.709098216084933,0.4510529190008186,0.6378457703504516,0.199646842712548,0.30410750423763155,0.363017897347619,2.4404621701001674,0.33480176211453744,0.33480176211453744,0.33480176211453744,0.0,0.0,683.0,100.0,683,681
"Hierarchical (complete, n=30)",30,0.48252420545582464,2424.8316581752165,0.5688795344016049,0.19861997447748608,0.43882152582800493,0.34413144887476604,0.6054019279854448,0.43882152582800493,0.6238199707737861,0.21049236236904326,0.3147726196172204,0.35820483700285755,2.6684776767682927,0.3392070484581498,0.3392070484581498,0.3392070484581498,0.0,0.0,683.0,100.0,683,681
"Hierarchical (single, n=30)",30,0.5251634481924787,2143.7117371992003,0.34656045002216934,0.1710806632995228,0.4513711681604374,0.33065481615627357,0.7109133203822764,0.4513711681604374,0.6716320869193163,0.2107579538236591,0.3208372665725963,0.3625617204706459,2.4369453823845584,0.33627019089574156,0.33627019089574156,0.33627019089574156,0.0,0.0,683.0,100.0,683,681
"Hierarchical (ward, n=30)",30,0.29985405371978485,2999.776159303076,1.1319504124767128,0.15679266057656593,0.4294958404086005,0.4023379019080967,0.46058551138702386,0.42949584040860056,0.4449928136848433,0.24823853425516348,0.31869408142450684,0.22535544315181336,3.2405365956415695,0.2922173274596182,0.2922173274596182,0.2922173274596182,0.0,0.0,683.0,100.0,683,681
K-means++ (n=30),30,0.2707134109398734,2905.604672678799,1.0292875369237078,0.13568106425775195,0.4172342164252797,0.39101389314201607,0.4474715364779495,0.4172342164252797,0.4205730480289562,0.22082118383129234,0.28895691588863875,0.20318198767609946,3.311607407540687,0.2859030837004405,0.2859030837004405,0.2859030837004405,0.0,0.0,683.0,100.0,683,681
"Spectral (rbf, kmeans, n=30)",30,0.11423421194440952,0.7431947489776853,0.9594157228455487,0.0002167028070112393,0.0033805362457239177,0.0016964268855689997,0.4655831737379891,0.003380536245723917,0.5779411764705882,0.5238095238095238,0.5495455412190935,0.25272513732885593,3.0325295739530875,0.15712187958883994,0.15712187958883994,0.15712187958883994,0.0,0.0,683.0,100.0,683,681
